CO(GT),NO2(GT),PT08.S2(NMHC),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,CO Class
0.8,114,1035,1643,877,24.2,31.2,0.9257,0
0.5,127,1058,1664,931,26.5,27.2,0.9282,0
0.2,138,1064,1675,913,25.7,28.4,0.9248,0
0.1,136,1326,1923,1255,26.3,27.5,0.9306,0
0.2,135,1549,2233,1571,24.4,31.6,0.9545,0
1.1,115,1649,2345,1779,23.1,35.3,0.9845,1
3,112,1458,2120,1735,21.1,40.2,0.997,2
2.1,112,1243,1941,1511,19.2,52.3,1.1516,2
2.6,109,1122,1840,1424,18.1,58.7,1.2072,2
3.2,112,1064,1766,1348,17.3,58.8,1.1494,2
2.1,115,926,1619,1174,16.9,58.8,1.125,2
2.2,117,771,1518,947,17.6,57.6,1.1484,2
2.4,105,744,1511,935,15.6,63.9,1.1287,2
4,114,661,1468,838,14.9,65.7,1.1073,2
2.2,103,632,1403,768,15.6,62.2,1.0961,2
1.8,119,749,1517,881,14,68.3,1.0884,1
1.6,102,964,1705,1096,14.5,65.7,1.0804,1
1.8,96,1393,2163,1495,15.5,62.2,1.0875,1
1.6,109,1716,2667,1895,17,56.8,1.0909,1
1.6,119,1469,2281,1758,18.8,52.4,1.1285,1
1.3,103,1350,2140,1630,19.7,51.9,1.1796,1
1.7,84,1236,1964,1530,20.9,44.6,1.0872,1
1.7,59,1371,2138,1622,21.9,43.3,1.1265,1
2.1,29,1534,2413,1828,20.4,55.7,1.3205,2
2.2,45,1139,1894,1323,17.4,67,1.325,2
1.8,80,1072,1797,1188,17.1,64,1.2413,1
1.8,77,1074,1806,1166,17.3,61.1,1.1957,1
0.9,68,1084,1797,1108,17.7,56.3,1.13,0
1,66,1097,1709,995,17.4,48.6,0.9559,0
2,70,1143,1767,1108,17.6,43.7,0.8698,1
1.8,74,954,1570,956,16.7,47.2,0.892,1
1.1,64,851,1452,817,16.8,45.6,0.8636,1
0.6,60,773,1425,658,16.1,52,0.946,0
0.3,63,800,1462,658,15.5,57.1,0.996,0
0.1,75,836,1455,748,16.2,50.2,0.9156,0
0.5,79,747,1405,569,16.4,50.5,0.938,0
0.6,83,620,1316,445,16.2,52.8,0.9626,0
0.5,93,538,1272,379,16,53.7,0.9723,0
0.7,112,501,1252,354,16.2,53,0.9672,0
0.7,103,560,1317,407,16.2,53.7,0.9799,0
0.9,93,736,1459,611,15.9,55.3,0.991,0
0.7,112,957,1652,944,16.2,55.6,1.0151,0
0.4,125,1237,1984,1328,16,59.3,1.0711,0
0.5,107,1000,1663,1085,16.6,55.6,1.042,0
0.6,76,1014,1714,1139,17.4,51.8,1.022,0
0.6,55,866,1554,799,17.6,49.7,0.9944,0
0.8,37,927,1608,804,17.2,52.8,1.0236,0
1,45,1016,1736,930,18.2,49.6,1.0268,0
1.2,61,894,1576,771,19.5,45,1.0114,1
1,67,970,1626,845,19.5,45.5,1.0189,0
1.3,60,1191,1910,1192,19.8,44.3,1.0104,1
2.7,64,1368,2092,1494,20.3,43.1,1.0114,2
2.7,64,1303,2036,1457,20.3,44.4,1.0457,2
1.6,59,1342,2076,1489,19.8,47.9,1.092,1
0.6,41,1329,2102,1602,19.1,52.3,1.1486,0
0.3,46,1176,1891,1468,18.2,54.7,1.1336,0
0.1,46,1049,1733,1274,17.8,55,1.1097,0
0.1,77,1221,1946,1401,17.5,56.4,1.1175,0
0.2,83,1150,1873,1354,17.3,57.8,1.1298,0
0.3,90,1017,1690,1188,16.8,57.5,1.0912,0
0.3,95,853,1538,975,16.3,57,1.0484,0
0.4,113,769,1463,816,16.2,56.3,1.0262,0
0.3,128,814,1512,921,15.5,59.9,1.0498,0
0.3,117,833,1524,1012,16,58.3,1.0481,0
0.1,64,917,1617,905,17.2,52.3,1.0169,0
0.1,28,1372,2105,1449,18.5,49.4,1.0397,0
0.2,46,1530,2326,1725,20,45.6,1.0524,0
0.6,8,1104,1713,1301,21,37.9,0.9313,0
0.5,32,1019,1618,1181,22.8,32.4,0.887,0
0.9,57,979,1515,962,25.5,25.6,0.8218,0
1.1,60,998,1523,862,25.9,23.6,0.7771,1
1.3,83,1084,1622,1017,27.7,20.8,0.7599,1
1.5,129,1068,1573,993,27.1,21.6,0.7618,1
1.2,137,1029,1540,879,28.4,20.2,0.7697,1
0.4,121,1086,1584,926,28.1,21.9,0.8184,0
0.2,123,1145,1647,1011,27.6,22.3,0.8116,0
0.3,120,1272,1790,1380,25.2,24.3,0.7671,0
0.5,119,1346,1880,1698,24.6,25.1,0.7636,0
1.6,121,1183,1711,1432,23.1,27.2,0.7575,1
3.6,111,1037,1567,1217,22,28.6,0.7483,2
2.2,128,1065,1630,1317,20.8,34.5,0.8365,2
1.6,159,992,1505,1255,20.4,35.3,0.8352,1
1.4,161,965,1520,1223,19.1,38.3,0.8381,1
1.4,116,798,1395,930,18,40.5,0.8271,1
1.5,96,786,1389,954,17.4,43.4,0.8553,1
1.3,69,792,1397,889,14.8,50.6,0.8489,1
1.2,58,734,1324,808,14.6,51.4,0.8489,1
1.8,59,638,1271,643,15.7,46.9,0.8329,1
3,45,704,1322,756,15.3,49.7,0.8552,2
3.5,23,942,1576,1067,16,47.4,0.8564,2
2.4,26,1104,1721,1391,17.6,43.3,0.8647,2
1.1,24,1174,1774,1486,20.3,37.4,0.8807,1
0.8,41,1072,1653,1327,23.1,30.3,0.8425,0
0.4,65,924,1463,835,25,24.2,0.7568,0
0.6,94,955,1457,834,25.6,23.5,0.7611,0
0.3,100,947,1460,815,25.5,22.6,0.7288,0
0.1,103,829,1333,621,26.1,21.1,0.7023,0
0.3,89,910,1389,643,28.2,19.4,0.7303,0
1.4,86,903,1437,712,27.4,20.5,0.7379,1
2.7,89,920,1455,746,26,22.7,0.7532,2
2.3,88,1016,1564,991,23.8,27.1,0.7858,2
1.8,73,1054,1603,1046,23,28.7,0.7976,1
1.6,78,1149,1725,1304,21.7,31.8,0.8191,1
1.9,95,986,1574,1100,20.9,33.2,0.8098,1
2.5,109,972,1552,1001,20.2,34.3,0.8017,2
1.6,95,1049,1594,1290,19.6,37,0.8325,1
1.5,101,996,1564,1205,18.1,40.9,0.8441,1
2.5,88,859,1450,1045,17,43.3,0.8341,2
3.6,77,743,1370,739,16.7,43.4,0.8193,2
3.5,75,721,1328,683,15.9,44.7,0.8009,2
4.8,81,630,1256,573,15.2,45.5,0.783,2
3.7,57,599,1235,564,13.5,50.1,0.7706,2
2.1,49,581,1256,602,14.2,49.9,0.8025,2
1.6,38,721,1353,785,13.8,51.4,0.8059,1
2.2,31,774,1393,878,16.3,45.1,0.8286,2
0.8,23,908,1458,981,19.2,35.4,0.7812,0
2.7,22,970,1473,991,25.5,21.1,0.677,2
3.6,33,897,1400,780,28.2,19,0.7164,2
3.3,43,889,1405,684,29.5,19.8,0.8013,2
3.6,53,753,1311,468,30.6,19.4,0.8348,2
2.9,54,776,1375,468,29.9,22,0.9181,2
1.9,62,862,1476,530,31.5,21.9,0.997,1
2,53,947,1566,648,31.2,24.6,1.0987,1
2.9,34,982,1617,746,30.4,26.5,1.1347,2
2.7,30,973,1632,819,26.8,33.5,1.1602,2
1.5,37,1151,1820,1125,25.5,37.4,1.1995,1
1.6,47,999,1648,1013,23.7,39.4,1.1381,1
1.3,44,858,1495,816,22.9,37,1.0197,1
0.7,53,805,1416,750,20.8,36.3,0.8775,0
0.7,88,795,1328,673,20.3,28.5,0.6686,0
1.2,95,785,1273,692,19.6,26.5,0.5974,1
1.5,82,691,1182,517,19.1,25.9,0.5673,1
1.5,59,568,1113,392,18.4,27.6,0.5799,1
1.6,43,533,1110,360,17.4,30.2,0.5945,1
1.1,51,534,1112,409,16.3,34.1,0.6257,1
1.1,49,684,1220,779,15.8,36.5,0.6535,1
1.4,36,859,1420,1016,16,38.1,0.6879,1
1.4,24,1131,1675,1243,17.6,35,0.6965,1
1,58,937,1444,949,18.5,31.2,0.6611,0
1.3,73,924,1404,861,19.8,28.5,0.652,1
1.9,74,918,1393,850,22.3,24.1,0.6394,1
1.7,97,910,1396,788,24.2,21.7,0.6451,1
2.3,108,983,1470,879,25.1,20.8,0.6516,2
2.4,93,945,1423,747,25.8,19.5,0.6392,2
1.8,63,919,1387,700,26.3,18.9,0.6344,1
0.6,71,886,1363,695,25.8,18.6,0.608,0
0.8,91,941,1425,756,25.7,19.4,0.6304,0
1.7,95,1097,1552,941,26.7,17.1,0.5909,1
1.1,96,1168,1644,1021,24.3,19.8,0.5933,1
0.6,81,1234,1735,1167,23.5,20.8,0.5937,0
1.1,68,1072,1545,1105,22,24,0.6263,1
1.1,57,832,1350,712,21.1,26.2,0.6481,1
1,68,861,1398,735,20.9,28.8,0.7014,0
0.5,72,872,1439,851,20.2,31.2,0.7304,0
0.7,62,774,1323,706,20,31.5,0.7262,0
1,75,609,1286,643,20.8,32.3,0.7813,0
1.2,92,582,1264,608,20,34.5,0.7954,1
0.7,89,521,1233,469,21.2,32.9,0.8178,0
0.9,105,547,1254,469,18.3,40,0.8345,0
0.8,111,656,1361,618,17,44.6,0.8593,0
0.8,102,825,1487,931,17.1,45.3,0.8784,0
0.5,30,1277,1970,1519,17.1,46.5,0.901,0
0.5,43,1748,2605,2054,18.8,39.7,0.8547,0
0.7,67,1137,1760,1550,20.3,38.1,0.8946,0
0.9,58,1062,1650,1381,25.3,27,0.8565,0
1,24,1015,1604,1115,27.4,22.8,0.8219,0
1.2,58,1162,1735,1189,30,20,0.8338,1
1.3,62,1210,1769,1200,30.9,19.1,0.8394,1
1.6,34,1066,1663,965,30.6,20.2,0.8719,1
1.4,46,1111,1653,1018,32.2,18.9,0.8964,1
1.7,62,981,1573,775,31.7,19.5,0.8981,1
1.7,70,1278,1873,1193,30.9,20.5,0.8996,1
1.4,54,1371,1988,1425,27.5,24.7,0.8899,1
0.8,61,1443,2068,1594,25.8,27,0.8821,0
0.4,53,1173,1750,1284,23.7,30,0.8633,0
0.3,49,1061,1648,1174,22.2,33.4,0.8806,0
0.5,48,929,1518,937,21.1,36.5,0.9019,0
1.5,45,911,1507,985,20.2,38.6,0.9016,1
2.6,60,887,1542,1041,19.3,43,0.9535,2
4.3,59,724,1407,867,19.2,43.6,0.9591,2
3.1,67,653,1367,822,18.4,45.7,0.9599,2
2.9,72,571,1297,624,18.7,44.3,0.9453,2
2.5,88,598,1332,669,16.3,51.4,0.9468,2
1.9,94,598,1318,628,17,49.2,0.9459,1
2.5,89,800,1462,810,16.4,52.1,0.9612,2
2.5,96,1321,2044,1495,16.4,53.4,0.9863,2
2.8,98,1701,2545,2018,18.6,46.8,0.99,2
2.3,95,1351,2006,1696,21,41.1,1.0104,2
3.3,64,1096,1711,1340,26.4,28.9,0.9785,2
2.8,38,1034,1640,1123,27.7,26.3,0.9652,2
4.8,34,1097,1688,971,30.1,22.1,0.9281,2
2.5,40,1154,1740,1000,31,22.9,1.0144,2
2,76,1083,1702,891,31,22.6,1.0012,1
1.8,90,1116,1715,852,31.6,21,0.959,1
1.7,118,1165,1774,975,30.4,24.7,1.0526,1
1.3,118,1278,1899,1192,28.8,26.3,1.0271,1
0.7,122,1349,1961,1373,26.4,30.1,1.0204,0
0.5,120,1326,1961,1307,24.7,31.5,0.9672,0
0.4,132,1252,1889,1325,22.9,36.5,1.0083,0
0.3,115,950,1592,918,20.8,41.8,1.0155,0
0.5,127,940,1622,877,19.7,47.1,1.0666,0
1.4,126,963,1665,1024,18.9,52.2,1.1313,1
3.3,113,908,1574,1019,18.5,50.1,1.0539,2
5.8,124,803,1490,823,18,53,1.0832,2
5,108,661,1398,701,18.4,51.7,1.0819,2
3.5,142,565,1329,542,19.8,46.2,1.056,2
2.9,125,549,1317,463,19.6,47.7,1.0736,2
2.5,116,609,1363,533,17.3,54.1,1.0582,2
2.3,101,837,1553,906,15.8,59,1.0495,2
2.4,101,1286,2053,1447,16.6,55.9,1.0486,2
2.6,92,1617,2503,1835,18.7,52.8,1.1279,2
2.2,55,1242,1961,1552,20.7,46.4,1.1227,2
3.5,42,1062,1707,1092,26.1,30,0.9972,2
3.9,30,1067,1702,1071,28.6,25.8,0.9989,2
4.5,40,1051,1689,881,30.3,23.3,0.9869,2
3.8,69,1094,1729,907,31.3,22.3,1.0043,2
2.8,100,1061,1649,899,31.1,22.3,0.9888,2
1.7,125,1179,1799,1074,32.4,20.4,0.9732,1
1.2,174,1108,1701,969,32.6,19.3,0.935,1
1.6,171,1342,1959,1267,31.2,20.3,0.9064,1
1,149,1396,2009,1402,27.7,24.8,0.9106,0
0.9,124,1354,1956,1437,25.7,27.9,0.908,0
0.5,119,1312,1870,1382,24.1,29.9,0.8879,0
0.5,130,1097,1680,1280,22.2,34.4,0.9072,0
0.5,143,1077,1706,1250,20.7,38,0.9149,0
1,183,1060,1693,1359,20.2,42.8,0.9983,0
3.5,161,850,1506,1102,20.5,42,1.0004,2
6.4,170,698,1382,768,20.1,42,0.9763,2
2.9,143,622,1331,656,20,41.5,0.9571,2
3.4,123,633,1344,683,16.3,51.6,0.9461,2
2.8,89,640,1330,670,16.5,50.2,0.932,2
2.8,67,624,1319,656,16.4,50.2,0.931,2
2.8,81,856,1488,926,14.9,54.7,0.9203,2
2.3,54,1460,2205,1677,16.4,51.3,0.9474,2
1.8,57,1509,2275,1828,18.2,46.2,0.9575,1
2,51,1303,1964,1752,20.7,40,0.9639,1
3.5,58,1214,1845,1581,26.5,27,0.9217,2
4.9,69,1023,1622,1132,28.5,23.8,0.915,2
4.6,107,1037,1658,1037,29.7,23.7,0.9714,2
3.4,151,1090,1719,1023,31.7,21.7,0.9966,2
2.7,146,1075,1690,1022,31.7,21.5,0.9902,2
1.9,165,1084,1724,989,32.8,19.5,0.9515,1
1.5,159,1099,1680,925,32.5,18.6,0.8948,1
1,174,985,1572,795,30.2,22.6,0.9524,0
0.7,167,1300,1923,1263,27.6,25.7,0.9382,0
1,137,1273,1815,1184,25.9,24.9,0.8195,0
0.6,116,1224,1794,1272,23.9,29.4,0.8589,0
0.9,125,1110,1698,1177,22.3,32.1,0.8515,0
1.2,194,1094,1682,1231,20.5,35.9,0.8565,1
2.9,222,1144,1745,1243,19.8,37.2,0.8509,2
4.8,206,1240,1841,1427,19.1,41.9,0.9158,2
4.3,162,1178,1782,1454,17.8,46.1,0.9344,2
3.1,132,966,1594,1183,17.6,47.6,0.9465,2
2.4,107,820,1455,908,17.9,46.3,0.9394,2
2.8,84,713,1385,821,16.9,49.8,0.9544,2
2.5,61,687,1374,777,15.8,53.8,0.9615,2
2.6,42,745,1426,888,16.5,53.5,0.9928,2
2.3,66,947,1643,1076,17.2,52.9,1.0276,2
2.4,50,1137,1846,1285,19.3,48.3,1.0723,2
3.5,76,1040,1740,1315,20.6,47.1,1.1287,2
4.8,78,1015,1731,1250,23.7,40,1.153,2
5.1,104,1037,1698,978,25.6,32.5,1.053,2
4.7,139,1080,1736,1072,27.2,28.1,0.9989,2
2.4,166,1070,1747,1064,27.9,28.1,1.0394,2
2.5,151,912,1605,825,28.3,27.8,1.0539,2
2.7,134,997,1688,924,29.2,27,1.081,2
1.5,148,1041,1767,966,28.9,29.3,1.1503,1
1.1,126,1174,1965,1302,25.4,39.8,1.2771,1
0.6,144,1113,1850,1256,25.2,40.1,1.2642,0
0.5,133,1171,1933,1068,24.5,39.4,1.1963,0
0.4,139,1011,1748,1070,22.3,45.4,1.2088,0
0.6,178,832,1565,792,21.2,48.3,1.2034,0
1,206,1075,1891,1017,20.6,50.5,1.2082,0
4.6,211,1159,1949,1207,20.2,52.9,1.234,2
4.8,180,1311,2107,1499,19.8,54.5,1.2488,2
4,116,1177,1931,1474,19.5,56.2,1.2624,2
2,118,994,1780,1163,19,58,1.2581,1
2,115,1070,1873,1189,18.1,61.6,1.2679,1
2,96,761,1501,815,18,57.6,1.1788,1
1.9,86,591,1374,507,17.7,56,1.1215,1
1.9,65,598,1374,506,17.9,52.4,1.0655,1
1.9,53,713,1455,716,18.9,49.3,1.0668,1
2.6,74,729,1490,795,20,48.6,1.1199,2
3.2,69,698,1393,594,20.6,41.2,0.9841,2
3.4,131,718,1392,565,23.6,34,0.9749,2
3.4,134,740,1407,523,26.7,28.1,0.9688,2
2.9,148,778,1452,591,26.8,28.1,0.9785,2
2.7,111,723,1393,559,27.7,25.8,0.9467,2
1.3,110,673,1346,430,28.8,22.7,0.8864,1
1.3,110,758,1434,522,26.8,27.3,0.9462,1
0.9,116,816,1468,641,25.9,28.7,0.9423,0
0.6,120,851,1490,738,25.8,27.7,0.9076,0
0.5,142,850,1502,778,24.8,29.5,0.9077,0
0.5,146,805,1528,718,25.3,36.3,1.1513,0
0.9,153,787,1552,689,23.9,40.4,1.1787,0
0.7,158,815,1563,852,21.4,46.6,1.1764,0
0.6,140,814,1571,854,20.5,49.3,1.173,0
1.3,127,719,1388,664,19.2,42.3,0.9339,1
1.9,97,714,1351,544,19.2,37.9,0.8352,1
2.1,91,615,1276,461,17.2,43.1,0.8394,2
1.8,68,500,1169,352,15.8,45.2,0.8052,1
1.8,52,450,1111,308,15.7,42.3,0.7464,1
1.6,58,437,1110,301,16.3,41,0.7513,1
1.2,78,466,1089,307,16.1,36.5,0.664,1
1.2,61,642,1255,441,16.5,36.2,0.6752,1
1.4,64,893,1394,775,17.5,30.9,0.6111,1
1.3,81,966,1379,907,18.4,24,0.5046,1
1.1,92,853,1271,763,19.2,23.8,0.5235,1
1.1,101,800,1179,649,21.7,18.1,0.4642,1
1.1,96,788,1162,598,22.3,17,0.4513,1
1.8,101,848,1208,579,22.8,16.1,0.4404,1
2.3,91,866,1212,596,23.8,14.5,0.4222,2
2.6,68,854,1200,595,25.1,13.1,0.4129,2
2,76,878,1238,607,25.8,12.9,0.4219,1
1,84,885,1259,662,25.5,14,0.4495,0
0.6,76,1048,1397,822,24.5,15.4,0.4663,0
0.6,61,1100,1392,987,22.6,17.2,0.4656,0
0.5,52,1048,1416,966,21.2,18.9,0.471,0
0.4,59,845,1241,763,19.1,22.8,0.501,0
0.4,89,751,1213,617,18.4,24.6,0.5169,0
0.4,113,756,1209,564,17.3,25.6,0.5032,0
0.4,112,762,1184,646,16.5,24.9,0.4642,0
0.5,89,727,1187,753,16.7,28.3,0.5316,0
0.6,53,634,1150,669,15.5,32.2,0.5641,0
0.7,36,493,1063,435,17.5,29.1,0.5773,0
0.7,39,515,1068,436,13.3,35.6,0.5393,0
0.6,33,489,1048,403,14,33.7,0.5355,0
0.5,37,560,1107,532,11.6,40,0.5462,0
0.6,36,630,1125,536,13.4,34.5,0.5272,0
0.8,42,932,1405,917,15.2,31,0.5329,0
0.8,52,1356,1786,1481,16.3,27.5,0.5066,0
1,60,1158,1459,1187,19.2,20,0.439,0
1,74,1118,1451,1220,24.9,13,0.4038,0
1,65,1253,1541,1381,28.3,9.9,0.3754,0
0.9,52,1101,1391,1103,29.2,9.8,0.3914,0
0.7,40,1172,1459,1105,31.6,9.2,0.419,0
0.8,49,1253,1595,1248,32.6,9.3,0.4499,0
0.7,56,1070,1401,976,32.6,9.2,0.4463,0
0.5,59,1051,1390,898,32.3,10,0.4747,0
0.3,68,1161,1512,1038,32.1,10.7,0.4996,0
0.3,72,1426,1859,1395,29.7,12.2,0.5007,0
0.3,78,-200,-200,-200,-200,-200,-200,0
0.7,71,-200,-200,-200,-200,-200,-200,0
1.5,54,-200,-200,-200,-200,-200,-200,1
1.8,57,-200,-200,-200,-200,-200,-200,1
1.4,45,-200,-200,-200,-200,-200,-200,1
1.5,30,-200,-200,-200,-200,-200,-200,1
1.2,16,-200,-200,-200,-200,-200,-200,1
1.2,18,-200,-200,-200,-200,-200,-200,1
1.3,28,-200,-200,-200,-200,-200,-200,1
1,62,-200,-200,-200,-200,-200,-200,0
1.4,92,-200,-200,-200,-200,-200,-200,1
1.6,96,-200,-200,-200,-200,-200,-200,1
2.7,87,-200,-200,-200,-200,-200,-200,2
2.3,84,-200,-200,-200,-200,-200,-200,2
1.5,73,1776,1467,1608,20.4,35.7,0.844,1
1.4,72,1146,1392,1327,26.1,23.8,0.7938,1
1,68,1109,1436,1292,28.8,21.1,0.8193,0
1.1,62,1059,1416,1114,29.6,19.4,0.7897,1
1.2,70,1116,1449,1060,31.6,16.4,0.7489,1
1.2,83,1041,1345,915,32.3,13.3,0.6303,1
0.7,92,1049,1366,893,31.8,13.5,0.6249,0
0.5,103,968,1325,768,31.8,13.8,0.6394,0
0.4,82,1238,1591,1126,31,15.9,0.7039,0
0.4,74,1368,1707,1284,28.6,18.7,0.7216,0
0.5,67,1368,1709,1269,26.7,19.5,0.6754,0
1,74,1304,1720,1290,25,24.4,0.7616,0
4.4,72,1086,1536,1119,22.8,28.4,0.7804,2
4,79,1010,1480,1027,21.7,29.2,0.7458,2
2.4,43,1093,1564,1155,21.1,30.9,0.7617,2
2.1,33,960,1471,1078,19.9,36.3,0.8349,2
2.7,38,841,1393,954,18.6,39.3,0.8355,2
2.8,51,687,1288,726,18.6,38.8,0.8228,2
2.3,69,606,1248,656,19,38.9,0.8468,2
2,116,586,1232,573,18,40.9,0.8394,1
2.6,119,715,1367,780,15.5,48.6,0.8505,2
2.7,96,836,1429,920,16,47.9,0.8659,2
3.1,109,1424,2102,1544,17,46,0.883,2
3.1,115,1650,2337,1789,19,41.6,0.9039,2
3.6,118,1418,2043,1629,21.8,35,0.9002,2
2.9,118,939,1513,997,25.6,28,0.9088,2
2.2,112,914,1446,847,26.4,23.1,0.7853,2
2,140,1034,1586,958,27.1,24.2,0.856,1
2.1,137,1052,1574,854,27.5,20.9,0.7565,2
1.9,143,983,1515,782,29.5,19.7,0.8015,1
1.4,148,1048,1580,888,30.6,18.6,0.8014,1
0.8,158,1027,1521,764,31.3,15.8,0.7106,0
0.6,127,1301,1801,1170,29.4,21,0.8452,0
0.6,109,1423,1986,1385,27,23.5,0.8256,0
0.5,101,1304,1868,1237,25.8,26.7,0.8758,0
1,114,1187,1735,1127,23.7,28.4,0.8225,0
2.7,104,1093,1661,1091,21.3,33,0.8284,2
5,81,990,1553,972,20.5,35.3,0.8435,2
3.3,51,961,1530,949,19.4,38.1,0.8511,2
2.4,40,892,1480,890,19.4,40.7,0.9045,2
1.7,34,814,1403,763,17.8,44.9,0.903,1
1.7,61,820,1439,833,16.6,49.7,0.9295,1
2.4,95,697,1321,675,16.5,48.6,0.9028,2
2.2,142,638,1309,672,15.2,53.6,0.919,2
2.2,128,678,1339,626,15.5,51.7,0.9019,2
2.3,115,907,1536,882,14.9,54.8,0.9247,2
2.6,84,1274,1914,1264,16.3,51.3,0.9416,2
2.3,85,1367,2008,1330,18.4,45.7,0.9559,2
3.3,110,1281,1952,1324,20.8,43.6,1.0614,2
3.5,107,963,1609,901,24.3,35.1,1.0477,2
2.5,107,969,1600,852,26.4,29.3,0.9889,2
2.5,113,1128,1738,1009,28.3,25,0.9495,2
2.4,107,1053,1641,831,28.9,23.7,0.9285,2
2.5,106,1099,1706,954,28.5,25.8,0.9931,2
2.1,125,1061,1564,814,29.6,18.9,0.7692,2
1,139,1055,1590,845,28,23.2,0.8613,0
0.8,117,1067,1790,956,23.6,41,1.1786,0
0.5,107,1114,1805,1102,21.5,48.1,1.2148,0
1.3,98,1028,1710,994,22.1,44.1,1.1573,1
3.6,97,992,1680,935,20.2,47.2,1.1043,2
4.8,95,858,1547,839,20,47.6,1.103,2
3.7,68,857,1546,797,19.8,46.8,1.0697,2
1.9,51,1024,1706,968,19.6,47,1.0606,1
1.7,44,946,1594,886,19.3,46.3,1.0279,1
1.9,77,849,1509,764,18.5,48.7,1.0286,1
1.8,100,767,1466,657,18,51.4,1.0504,1
1.7,125,675,1390,540,17.9,50.8,1.0355,1
1.8,154,727,1417,621,17.7,51.9,1.0379,1
1.7,125,545,1266,450,17.7,49.7,0.997,1
2.8,117,581,1277,434,17.9,46.1,0.9383,2
3.6,105,713,1356,559,18.4,43.9,0.9192,2
3.3,103,712,1343,548,18.9,42.1,0.9081,2
2.9,106,713,1330,525,19.2,39.7,0.8728,2
1.7,107,721,1335,522,20.8,36.6,0.8878,1
1.7,102,740,1366,535,21.3,35.8,0.8975,1
2.8,124,810,1421,585,21.8,34.9,0.9004,2
1.8,133,755,1350,521,22.8,31.4,0.8615,1
1,125,699,1311,493,22.9,31.3,0.862,0
0.5,124,719,1330,501,22.9,30.7,0.8461,0
0.4,97,767,1369,559,23.8,29.2,0.8499,0
0.3,94,792,1397,589,23.2,30.2,0.8442,0
0.4,120,803,1426,596,22.4,31.3,0.8365,0
0.8,105,856,1437,681,21.7,32.2,0.825,0
2.2,81,893,1463,783,20.8,33.2,0.8061,2
4.4,43,834,1408,738,20.1,35,0.8149,2
3.7,32,918,1511,762,19.5,36.9,0.8258,2
2.5,36,1106,1707,929,19,38.2,0.8327,2
2.5,59,1110,1652,1044,18.5,39.4,0.832,2
2.3,92,945,1509,892,17.8,41.7,0.844,2
2,121,835,1437,807,19.2,42,0.9248,1
2,151,822,1418,710,17.8,44.8,0.9048,1
2.1,142,774,1374,712,17,47.7,0.9185,2
2.4,141,661,1299,568,17.2,47.2,0.9178,2
3.1,129,645,1320,575,17.3,47.6,0.9295,2
2.9,106,690,1353,658,18.6,44.2,0.9385,2
3.5,125,635,1272,537,20.2,37.8,0.8837,2
2.9,126,653,1269,486,22,31.9,0.8335,2
1.5,147,696,1292,507,25.5,25.9,0.8339,1
1.7,180,697,1294,496,27.5,22.8,0.8249,1
2.2,164,719,1299,502,28.7,20.7,0.8024,2
1.6,180,626,1210,430,29.1,19.6,0.7771,1
1,153,637,1215,439,29.8,18.4,0.7595,0
0.6,105,723,1256,471,32,15,0.7028,0
0.6,98,819,1368,589,30.3,17,0.7232,0
0.6,107,774,1339,598,31.7,16.2,0.745,0
0.5,87,885,1447,695,29.2,19.6,0.7817,0
0.5,80,930,1506,739,27.4,23.8,0.858,0
0.9,62,980,1591,891,25,26.9,0.8408,0
1.4,54,971,1573,930,23.6,30.1,0.8663,1
1.6,56,916,1515,880,22.3,33.6,0.8913,1
1.6,62,784,1407,610,21.4,36.9,0.9271,1
1.7,72,728,1353,518,20.6,39.9,0.9597,1
1.7,86,751,1418,664,19.7,43.2,0.9812,1
1.5,99,588,1286,515,19.7,42.4,0.9636,1
1.2,98,539,1257,477,18.9,45,0.9703,1
1.2,102,528,1254,477,18.7,45.4,0.9694,1
1.1,84,609,1319,581,16.4,52.4,0.9709,1
1,83,834,1527,763,16.6,52.1,0.9785,0
1.1,68,1123,1801,1111,17.4,50.9,1.0017,1
1.6,63,1369,2120,1390,19.3,46,1.0185,1
1.7,65,1188,1901,1251,20.9,43.6,1.0683,1
1.4,63,1120,1790,1141,25.6,33.3,1.0773,1
1.7,56,1069,1683,942,28.9,26,1.0188,1
2.4,77,1088,1677,795,30.3,22.8,0.9695,2
2.3,91,1122,1721,836,30.9,24.4,1.0724,2
1.2,70,1110,1733,847,30.5,26.2,1.1278,1
1,95,1054,1636,769,30.7,23.4,1.015,0
1.4,113,1171,1803,968,28.1,29.8,1.1132,1
1,109,1336,1971,1157,26.9,32.2,1.1267,0
0.9,65,1429,2093,1367,26,34.6,1.1485,0
0.8,60,1199,1858,1101,24.5,37.7,1.1454,0
1,62,1003,1716,916,21.7,46.9,1.2044,0
1.2,60,878,1694,825,19.3,68.8,1.519,1
1.2,65,781,1633,693,17.6,81.6,1.6296,1
1,55,834,1676,734,17.8,80.3,1.6212,0
1,66,750,1585,685,18.6,75.7,1.6074,0
0.6,67,644,1487,524,19.6,68.4,1.5443,0
0.7,64,583,1494,527,18,76.4,1.5608,0
0.8,59,505,1413,452,17.3,77.2,1.5104,0
1.1,59,529,1435,466,16.5,82.3,1.5318,1
1.4,36,613,1515,565,16.8,81.3,1.5452,1
2.8,35,816,1677,799,17.3,78.6,1.5412,2
